,Identifier,Title,Subject,Date,Text,locations,tags
2297,10895,"Jane Addams to Anna Marcet Haldeman, October 10, 1915","Addams, Jane, and family;Addams, Jane, writing;Addams, Jane, writings, Women at the Hague",1915-10-10,hotel chelsea atlant citi dear marcet book gone macmillan today chicago tomorrow much better quit easili pretend well hurri sunday letter written start walk ventnor page 2 cousin clara young spent day u yesterday wear one mother chain given year ago one oblong silver link occasion green stone mother use fur perhap unexpectedli see familiar thing page 3 mother way alway like aunt harriet famili certainli yesterday sen near wish might share hope find letter h h know goe well alway devotedli jane addam oct 10 1915,"39.3518508,-74.4467923",Family
2299,10872,"Mabel L. Hyers to Eleanora Young, October 22, 1915","peace movement, activities of;Addams, Jane, requests to",1915-10-22,octob 22 1915 dear mr young request octob 20th address miss addam take great pleasur send separ cover literatur regard work woman peac parti hope meet need also enclos sever new pamphlet sure find unusu interest question aris mind let u know shall happi answer sincer act execut secretari mr eleanor young milan michigan box 306,"41.8781136,-87.6297982",Peace;Requests
2300,10871,"Mabel L. Hyers to Julia Estelle Linder Dockery, October 22, 1915","Addams, Jane, requests to;peace movement, activities of",1915-10-22,octob 22 1915 dear mr dockeri letter address miss jane addam refer offic request mail literatur regard woman peac parti mail packag contain number pamphlet sure help write paper club way serv shall happi hear time sincer act execut secretari mr julia e dockeri kirksvil missouri,"41.8781136,-87.6297982",Peace;Requests
2301,10870,"Jane Addams to Julia Grace Wales, October 22, 1915","peace movement, activities of;peace movement, international;Addams, Jane, requests from",1915-10-22,hullhous 800 south halst street chicago octob 22 1915 dear miss wale expect miss macmillan everi day california kept nation argument give think british committe would apt use union democrat control mr norman angel repres think plan outlin would use write soon hear miss macmillan fate nation argument hope manifesto madison paper send sever copi may care dr david starr jordan lunch yesterday said would see madison plea receiv presid good advoc meet execut committe woman peac parti friday 29th perhap could come may write faith jane addam sign miss julia grace wale madison wisconsin,"41.8716354,-87.6474381",Peace;Requests
2303,10844,"Jane Addams to Margaret I. Nichols, October 20, 1915","Addams, Jane, requests from;peace movement, activities of",1915-10-20,hullhous 800 south halst street chicago octob 20 1915 dear miss nichol send mr kellogg letter suggest give 300 copi woman peac parti new york send 1500 nation offic hastili jane addam sign miss nichol chicago illinoi,"41.8716354,-87.6474381",Peace;Requests
2310,10752,"Mabel L. Hyers to Herman J. Schwartz, October 8, 1915","Addams, Jane, memberships in organizations;Addams, Jane, requests to;Addams, Jane, and peace movement",1915-10-08,octob 8th 1915 dear mr schwartz want acknowledg receipt favor septemb 27th miss jane addam explain platform child world peac movement request becom one honorari vicepresid miss addam present town ill month return sometim next week gladli call matter attent mr cowen come chicago meet miss addam call woman peac parti endeavor make appoint time sincer act execut secretari mr herman j schwartz 436 syme block denver colorado,"41.8716354,-87.6474381",Memberships;Peace;Requests
2311,10751,"Mabel L. Hyers to Alice Gitchell Kirk, October 8, 1915","Addams, Jane, requests to;Addams, Jane, memberships in organizations;Addams, Jane, and peace movement",1915-10-08,octob 8th 1915 dear mr kirk wish acknowledg receipt kind favor octob first miss jane addam invit lend name intern peac forum miss addam present citi gladli call attent matter return sincer act execut secretari mr alic gitchel kirk 547 leader news build cleveland ohio,"41.8716354,-87.6474381",Peace;Requests
2312,10749,"Mabel L.Hyers to Elizabeth G. Jamieson, October 8, 1915","peace movement, activities of;Addams, Jane, requests to",1915-10-08,octob 8th 1915 dear mr jamieson repli request octob 4th would suggest look literatur send separ cover order find materi talk woman club way help shall glad hear time sincer act execut secretari mr p f jamieson batavia ohio,"41.8716354,-87.6474381",Peace;Requests
2313,10748,"Mabel L. Hyers to Elizabeth Glendower Evans, October 8, 1915","Addams, Jane, requests from;Addams, Jane, and peace movement;peace movement, activities of",1915-10-08,octob 8th 1915 dear mr evan miss addam hope chicago within week desir execut board meet held earli date possibl mani import thing press suggest tent date octob 29th would glad know possibl time citi may ask favor earli repli order may make definit arrang soon possibl sincer act execut secretari mr elizabeth evan 12 oti place boston massachusett,"41.8716354,-87.6474381",Peace;Requests
2324,10635,"Jane Addams to Rosika Schwimmer, July 6, 1915","Addams, Jane, travels;Addams, Jane, and peace movement",1915-07-06,new york 265 henri street juli 6 1915 dear madam schwimmer sort doubt cours wisdom return amsterdam whole sure necessari come home seem clear dr jacob cabl want done either england america sure anyth england could put splendid committe miss balch cours tell whatev messag america best carri suggest land fifth juli presid wilson countri place cornish nh friendli letter say would make appoint washington wednesday thursday therefor wait shall see page 2 big meet friday even evid need explain situat america regard congress cours compar littl import regard negoti mission europ curiou confus mind see enclos editori came new york time morn write dr jacob seen presid also send report wander print offici report greet entir group alway faith jane addam sign madam rosika schwimmer 15 plantag parklaan amsterdam holland enclosur,"40.7139582,-73.9845154",Peace;Travels
2326,10632,"Mabel L. Hyers to Frank H. Kenny, October 7, 1915","Addams, Jane, requests to;peace movement, activities of",1915-10-07,octob 7th 1915 dear mr kenni request miss jane addam septemb 22nd refer offic hull hous send herewith pamphlet publish time peac parti organ give inform desir sincer act executivesecretari mr f h kenni world pulitz bldg new york citi,"41.8781136,-87.6297982",Peace;Requests
2329,10610,"Jane Addams to Anna Marcet Haldeman, October 3, 1915","Addams, Jane, and family;Addams, Jane, health of;Addams, Jane, and peace movement;peace movement, activities of",1915-10-03,baymeath bar harbor main dear marcet write letter show h h isnt alway hard heart say good bye take three oclock train new york go attend rather import meet foreign ladi hagu congress doctor say soon chicago page 2 mari go atlant citi day hotel chelsea h h soon wish companion dont like sound lone even alway devotedli jane addam oct 3 1915,"44.3876119,-68.2039123",Peace;Travels
2330,10601,"Jane Addams to Julia Grace Wales, October 2, 1915","peace movement, activities of;Addams, Jane, writings, Women at the Hague",1915-10-02,bar harbor main octob 2 1915 dear miss wale book grown larg print synopsi pamphlet regret much sure howev increas demand pamphlet brought new edit five thousand enclos copi send chang sent paul kellogg much concern issu statement earli possibl sign european member committe countri dr jacob mde schwimmer miss macmillan prepar someth send hope see soon chicago faith jane addam p letter sept 29 come leav today repli later,"44.3876119,-68.2039123",Peace
2332,10582,"Jane Addams to Emily Greene Balch, June 26, 1915","Addams, Jane, requests from;sympathy",1915-06-26,dear miss balch sorri see amsterdam cabl usa yesterday made u feel must return havent yet got ticket go liverpool hope find space st loui plea write co survey ny see prest wilson go chicago possibl return english peopl illeg illeg page 2 hope tire write steamer hastili jane addam june 26 1915 page 3 peopl saw england last week half hour low dickinson bertrand russel ladi selborn lord robert cecil lord crew allen baker mp w h dickinson mp noel buxton mp mr whitehous mp perci alden mp ramsay macdonald mp charl trevelyan mp arthur ponsonbi mp graham walla sidney webb leonard hobhous hirst editor economist massingham editor nation k ratcliff editor daili news alfr zimmern lloyd georg lord chief justic rufu isaac earl read lord morley lord bryce lord haldan lord loreburn robert reid archbishop canterburi bishop winchest bishop bombay carlisl oxford gilbert murray sidney ball st john oxford l smith balliol oxford georg cadburi birmingham john burn mp e morel mp lord ladi courtney mr barnett mr creighton oliv schreiner vernon lee ladi page alic meynel ladi henri somerset mr swanwick ladi barlow lord eustac perci g h perri aylmer maud herbert stead 180 member english committe settlement peopl etc etc,"51.5073509,-0.12775829999998",Peace;Requests;Travels
2335,10553,"Jane Addams to Mabel L. Hyers, September 29, 1915","meetings;apologies;Addams, Jane, requests from",1915-09-29,dear miss hyer know noth enclos ladi speak perhap lookedup go miss chicago meet oct 1 st much regret ask mr wilmarth one explain regret hastili jane addam sept 29 1915,"44.4192455,-68.2505706",Meetings;Requests
2339,10479,"Jane Addams to Julia Grace Wales, March 29, 1915","peace movement, international;peace movement, activities of",1915-03-29,hullhous 800 south halst street chicago march 29 1915 dear miss wale send copi call send literatur later day also enclos list peopl probabl go hagu see dutch woman plan call armistic plan would present probabl fought cours speak deleg feel strongli advantag plan sure could put way mani u would agre faith jane addam sign miss julia wale madison wisconsin,"41.8716354,-87.6474381",Conferences;Peace
2340,10416,"Jane Addams to Anna Marcet Haldeman, March 27, 1915","Addams, Jane, and family",1915-03-27,hullhous 800 south halst street chicago dear marcet telegram one mari morn chang plan mr corbett arrang go two week later cousin sarah hostett back april 1 st howev help hope mari stay longer two week perhap start mr corbett come dont quit like alon long wish knew get page 2 realli truli aw nice get messag morn realli want alway devotedli j march 27 1915,"41.8716354,-87.6474381",Family;Travels
2341,10414,"Jane Addams to Lillian D. Wald, March 26, 1915","Addams, Jane, and peace movement;Addams, Jane, requests from;Addams, Jane, relationship with Lillian Wald;peace movement, international;Addams, Jane, autobiographical views",1915-03-26,hullhous 800 south halst street chicago dear ladi aw sorri decid go hagu undertak cours offer mani possibl failur inde may even much harm whole enterpris certain aspect moral adventur seem genuin think woman will fail may abl break curiou hypnot spell make imposs nation consid peac would great thing u would go u enclos letter address mr nathan execut committe consid name author write middl dictat letter occur perhap progerman would use go wont kindli find neutral plea address letter send progerman plea return letter mr bowen look great deal page 2 better sinc return new york natur anxiou lay eye mari return old home cedarvil tuesday find difficult bring mind long past childhood alway devotedli jane addam sign march 26 1915,"41.8716354,-87.6474381",Peace;Requests;Travels
2344,10411,"Jane Addams to Emily Greene Balch, March 26, 1915","Addams, Jane, travels;Addams, Jane, and peace movement;Addams, Jane, requests from;peace movement, women and;peace movement, activities of",1915-03-26,hullhous 800 south halst street chicago march 26 1915 dear miss balch town sever day owe ill death sister dont think could manag go u hagu couldnt persuad wellesley noth could better colleg teach econom experi confer hagu would give especi anxiou deleg convers racial nation situat know one would meet requir better would cours whole undertak someth spirit moral adventur may easili fail even harm chanc success depend larg upon personnel woman go grace abbott go chicago also hope miss breckinridg one el special knowledg immigr enclos page 2 list accept stand present look though would fifteen deleg send account meet england appar work peopl low work peopl economist miss woolley mount holyok consid would enorm acquisit dont think certain oblig woman advantag studi train take possibl chanc help dont want insist wont plea consid sincer jane addam sign miss emili balch wellesley colleg,"41.8716354,-87.6474381",Conferences;Peace;Requests
2346,10395,"Jane Addams to Julia Grace Wales, March 25, 1915","peace movement, activities of;Addams, Jane, requests from;conferences",1915-03-25,hullhous 800 south halst street chicago march 25 1915 dear miss wale would possibl consid go u hagu attend confer call woman neutral belliger nation 28th 29th 30th april enclos copi call program fifteen woman woman peac parti plan go would great thing could go u fact formerli live canada wouldnt make least differ world first place six well known english woman sign call second place happi member deleg might one greatest opportun push forward plan hope consid sincer jane addam sign miss j g wale madison wisconsin,"41.8716354,-87.6474381",Conferences;Peace
2349,10297,"Jane Addams to Emily Greene Balch, September 24, 1915","Addams, Jane, requests from;press, the;peace movement, women and",1915-09-24,sept 24 1915 dear miss balch would talk ann wilthington ask materi form 7 9 peopl went usa hagu scandinavian countri could embodi first articl say hundr word light say told etc much rather anoth articl miss wilthington mme schwimmer suggest dont want mani author see enclos neatli balanc great pleasur see two guest want much see go boston alway devotedli jane addam,"44.4192455,-68.2505706",Peace;Requests
2352,10223,"Jane Addams to Lillian Wald, June 18, 1915","Addams, Jane, relationship with Lillian Wald;Addams, Jane, travels",1915-06-18,st ermin hotel st jame park sw dear ladi back london interest hope use journey may return contin week alic hamilton hope sail liverpool st loui next saturday june 26 cabl start perhap let mari smith mr bowen page 2 know bar harbor telegraph also suppos mr amo pinchot ought know repres w peac parti write hasti letter get liverpool time philadelphia lacon aw good see alway devotedli jane addam june 18 1915,"51.4989305,-0.13380069999994",Peace;Travels
2353,10222,"Jane Addams to Mary Rozet Smith, June 18, 1915","Addams, Jane, relationship with Mary Rozet Smith;Addams, Jane, travels",1915-06-18,st ermin hotel st jame park sw dearest back london journey sure interest hope may use alic plan sail next saturday 26 th liverpool old st loui cross dont rememb pitch cabl miss wald page 2 llegibl wrote note ask let know telegram lowest possibl may return contin day two like well consid seen heard fairli cheer best love l dek b alway jane addam june 18 1915,"51.4989305,-0.13380069999994",Travels
2357,10194,"Jane Addams to Florence Kelley, September 19, 1915","meetings;Addams, Jane, requests from;Addams, Jane, memberships in organizations",1915-09-19,hull cove main dear ladi write would meet committe five intern matter boston oct 6 chicago day may substitut hamilton go know go doesnt look page 2 would see much hullhous fall go fro perhap pendulum stop chicago end alway devotedli jane addam sept 19 1915 nice letter nice daughter wrote sure dont deserv,"44.4192455,-68.2505706",Meetings;Requests
2360,10164,"Mabel L. Hyers to Dessa Morentz Duncan Lowe, September 17, 1915","Addams, Jane, requests to;peace movement, women and",1915-09-17,septemb 17 1915 mr peter low 543 49th avenu west alli wisconsin dear mr low letter address miss jane addam request list public peac refer offic attent separ cover send literatur think help prepar paper trust reach good condit sincer act execut secretari,"41.8781136,-87.6297982",Peace;Requests
2361,10083,"Jane Addams to Woodrow Wilson, September 5, 1915","apologies;peace movement, international;peace movement, women and",1915-09-05,hull cove main hon woodrow wilson presid unit state dear mr wilson may ventur write concern embarrass regard dr aletta jacob know recent arriv holland messag prime minist errand outcom mission govern undertaken two committe intern congress woman hagu situat wish present develop sinc miss balch report kindli suggest cours accept suggest dr jacob miss balch see saw secretari lan colonel hous receiv kindli feel interview quit fulfil purpos dr jacob sent regret return holland realli abl fulli discharg mission dr jacob receiv illeg variou offici european govern inevit somewhat surpris situat therefor risk importun urg express hope grant brief interview although unmind time alreadi twice gener accord committe page 2 may add congratul thousand receiv upon happi outcom german negoti faith sept 5th 1915,"44.4192455,-68.2505706",Peace
2363,9966,"Mary Rozet Smith to Charles P. Schwartz, August 26, 1915","Addams, Jane, requests from",1915-08-26,hull cove main august 26 dear mr schwartz need willi orr address miss addam ask send enclos note sincer mari rozet smith,"44.4192455,-68.2505706",Requests
2366,9956,"Mabel L. Hyers to Charles Zueblin, August 25, 1915","Addams, Jane, requests to;peace movement, activities of",1915-08-25,chicago august 25 1915 mr charl zueblin 9 myrtl street boston mass dear mr zueblin miss addam gone town may repli letter august 6th concern miss louis grant glad word concern find possibl take extens lectur work provid glad see miss grant thank miss addam sincer act execut secretari,"41.8781136,-87.6297982",Lectures;Requests
2367,9955,"Mabel L. Hyers to Myran Louise Grant, August 25, 1915","peace movement, activities of",1915-08-25,chicago august 25 1915 miss louis grant 69 w 46th street co gamut club new york citi dear miss grant sorri long answer letter august 14th forward offic hull hous miss addam away present time rest unabl give attent busi matter know interest work mr zueblin enthusiast letter concern may say especi enthusiast peac confer held 5th 6th doubt interest point view organ support movement trust possibl come chicago earli septemb plan come headquart let u tell work page 2 tri also meet mr thoma execut secretari back coast time sincer act execut secretari,"41.8781136,-87.6297982",Conferences;Peace
2368,9954,"Mabel L. Hyers to Sadie C. Nutter, August 24, 1915","Addams, Jane, requests to;peace movement",1915-08-24,chicago august 24 1915 mr c nutter clovi new mexico dear mr nutter may answer miss addam letter august 18th reprint resolut adopt intern congress woman hagu reprint presid speech comment concern meet also expect day reprint miss addam new york speech made upon return countri visit belliger nation europ shall glad send latter part week sure answer question glad state feder interest peac movement hope may time servic sincer act execut secretari,"41.8781136,-87.6297982",Peace;Requests
2370,9946,"Jane Addams to Esther Margaret Linn Hulbert, April 3, 1905","Addams, Jane, financial dealings;Addams, Jane, and family",1905-04-03,hullhous 335 south halst street chicago dear esther enclos plea find account grant locomot lot paid share stanley fifti dollar amount advanc meant send 25 00 april plea consid send whenev need sorri hear charli sister idea town time wish might page 2 illeg word certainli hard mr hulbert plea let know life fare far west ethel brother lawyer way prevent west look work hear thing must let know babi dear littl soul father seem head nurs mother say love kiss babi alway love aunt jane addam april 3 1905,"41.8716354,-87.6474381",Family;Finances
2371,9944,"Jane Addams to Esther Margaret Linn Hulbert, March 20, 1905","Addams, Jane, and family;Addams, Jane, financial dealings",1905-03-20,hullhous 335 south halst street chicago dear esther aw sorri difficulti congratualt secur littl cottag ask stanley send fifti dollar didnt bank pay back fifti dollar grant loco lot littl delay releas dower right father soon come page 2 tri send someth east whither depart tomorrow sure scrambl along may 1 st suppos condit expens appar first fascin place appear later miss much seem still floor without dear littl louis love famili alway love aunt jane addam march 20 1905,"41.8716354,-87.6474381",Family;Finances
2372,9925,"Jane Addams to Charles D. Addams, October 3, 1913","Addams, Jane, and family;Addams, Jane, personal life",1913-10-03,hullhous 800 south halst street chicago octob 3 1913 dear mr addam think doubt rel father john h son isaac addam live sink spring pennsylvania far read father number rel live vicin sister aunt mr jane mull live overbrook pennsylvania sure would glad inde see belong older gener well vers famili ramif hope much ever pas chicago come hull hous see give great pleasur meet thank kind letter sincer jane addam sign mr charl addam read pa,"41.8716354,-87.6474381",Family
2373,9915,"Jane Addams to Charles E. Hulbert, May 28, 1911","Addams, Jane, and family",1911-05-28,dear charli know consequ send data time hastili yr j,"41.8716354,-87.6474381",Family
2383,9860,"Jane Addams to Mr. Marshall, August 10, 1914","Addams, Jane, requests to;Addams, Jane, speaking tours",1914-08-10,aug 10 1914 main dear mr marshal thank much nice letter aug 5 imposs make speak engag present sincer jane addam,"45.253783,-69.4454689",Lectures;Requests
2385,9846,"Jane Addams to Lillian D. Wald, August 3, 1915","Addams, Jane, travels;Addams, Jane, relationship with Lillian Wald;Addams, Jane, and peace movement;peace movement, activities of;World War I, peace negotiations",1915-08-03,hullhous 800 south halst street chicago august 3 1915 dear miss wald glad caught miss balch anxiou hear lan said proposit send resolut meet tonight dont disturb differ idea wont much matter think rather better formal ident shall insist name use one negoti convinc would mean absolut ruin entir plan hope arriv bar harbor 16th 17th august latest perhap could meet boston meet miss balch could littl meet resolut formul time would perhap need anoth meet new york would nice chang place mr kellogg might come u glad decid come bar harbor alway devotedli jane addam sign,"41.8716164,-87.6474573",Meetings;Peace
2387,9836,"Jane Addams to Comodore Edward Prevey, September 30, 1903","Addams, Jane, lectures;Addams, Jane, travels",1903-09-30,hullhous 335 south halst street chicago dear mr prevey four oclock oct 6 perfectli satisfactori allow cours morn train omaha possibl reach fremont even thank kind accept proffer hospit much pleasur faith jane addam sept 30 1903,"41.8716354,-87.6474381",Lectures;Travels
2392,9783,"Jane Addams to Emily Greene Balch, August 3, 1915","Addams, Jane, and peace movement;peace movement, activities of;Addams, Jane, travels",1915-08-03,hullhous 800 south halst street chicago august 3 1915 dear miss balch sorri peopl ask meet miss paul kellogg telegraph arriv unannounc ask meet st loui evid expect earli arriv get telegram sent sunday letter sent care survey miss wald go tri make arrang see colonel hous manchest sea perhap could see land 5th see presid 21st although wait around east time none foreign capit wait five day life expect come east middl august certainli later 15th possibl committe meet new york could come send materi work resolut either one seri turn get say welcom home page 2 tell glad safe back hope shall soon chanc clear mind alway devotedli jane addam sign,"41.8716164,-87.6474573",Peace
2395,9772,"Jane Addams to Bonnie Withrow Evans, November 26, 1909","Addams, Jane, requests to",1909-11-26,hullhous 800 south halst street chicago nov 26 1909 dear mr evan find deep regret engag hullhous saturday make imposs go mr young luncheon perhap telephon make appoint time next week realli want see much inde hastili jane addam sign mr lynden evan chicago,"41.8716354,-87.6474381",Requests
2397,9670,"Jane Addams to Anita McCormick Blaine, June 1, 1915","Addams, Jane, requests from;Hull-House, donations;Hull-House, and children",1915-06-01,hullhous 800 south halst street chicago june 1 1915 mr emmon blain 101 e eri st dear mr blain contempl vacat summer spare thought thousand boy girl get away hot dusti street overcrowd tenement hullhous own seventytwo acr waukegan illinoi playground swim pool wood ravin run stream five larg build shelter hundr ten child sent countri place two week time place endow depend upon contribut food care child cost five dollar keep child two week share toward make live citi child healthier happier hot summer weather check may made payabl hullhous associ faith jane addam sign,"41.8716354,-87.6474381",Finances;Hull-House;Requests
2398,9647,"Secretary to Jane Addams to George W. Ochs, December 1, 1913","Addams, Jane, requests to;Addams, Jane, writings",1913-12-01,decemb 1 1913 dear mr och wish thank miss addam name letter ask write articl philadelphia public ledger subject juvenil court chicago though miss addam present town feel assur repli know littl time write time alreadi sever articl hand unabl take anyth would fear quit imposs accept offer wish express advanc miss addam thank appreci sincer,"41.8716354,-87.6474381",Requests;Writings
2400,9638,"Alice Peloubet Norton to Victoria Elizabeth Gittings, May 24, 1915","peace movement, activities of;Addams, Jane, requests to;World War I, opposition to",1915-05-24,may 24 1915 dear miss git know disappoint seem best work signatur petit upon first receiv wrote mr mead sinc miss addam told went away refer matter execut council first wrote right sign follow letter say complic made think best noth later receiv word mr villard cours much sympathi person say view present condit seem best anyth said sorri believ ought export arm mani complic though thought ought anyth matter without author execut council regret cordial act ex seci miss v e git 231 w preston st baltimor maryland,"41.8781136,-87.6297982",Peace;Requests
2401,9625,"Emily Greene Balch to Julia Stevenson, May 19, 1915","peace movement, activities of;Addams, Jane, requests to",1915-05-19,amsterdam 19th may 1915 miss julia stevenson 661 waller st san francisco calif dear madam behalf miss addam desir acknowledg poem articl design peac flag kindli submit intern congress woman time take question badg matter must remain abey thank cooper interest truli e g balch sign,"52.3702157,4.8951679",Peace;Requests
2402,9622,"Alice Peloubet Norton to Eleanor M. Moore, May 18, 1915","peace movement, activities of;Addams, Jane, requests to",1915-05-18,may 18 1915 dear miss moor miss addam yet return trip holland come back present letter glad know australian societi sure one first thing return write word encourag wish ventur know miss addam word would mean glad send literatur immedi find name peac societi unit state furnish literatur 69 societi import one name statement best wish organ cordial act ex seci miss eleanor moor 40 evelina road toorak melbourn australia,"41.8781136,-87.6297982",Peace;Requests
2404,9611,"Jane Addams to Mary Rozet Smith, May 16, 1915","Addams, Jane, travels",1915-05-16,hotel de leurop amsterdam dearest nice letter graham walla ask keep letter clara alic say ellen quit ill plea give love tell mr lilli miss breckinridg tell adventur alway dear one yr j,"52.367498,4.8943185000001",Friends
2405,9605,"Alice Peloubet Norton to Julia D. Owen, May 14, 1915","Addams, Jane, requests to;peace movement, activities of",1915-05-14,may 14 1915 dear miss owen letter miss addam must answer without word still europ went attend intern congress woman know soon come back perhap sever week would feel honor request power give permiss use name connect plan thank card cordial act ex seci miss julia owen navasota texa,"41.8781136,-87.6297982",Peace;Requests
2406,9604,"Alice Peloubet Norton and Jane Addams to Theodore R. Knüsten, May 14, 1915","peace movement, activities of;Addams, Jane, requests to",1915-05-14,may 14 1915 mr theodor r knutsen 1048 denver blvd san antonio texa dear sir letter miss addam receiv miss addam still europ know return would one would need consid suggest far woman peac parti concern may suggest send letter mr may wright sewal presid intern confer woman worker promot peac held san francisco juli 7th refer enclos statement regard woman peac parti show hearti sympathi confer differ organ thank interest suggest cordial act ex seci,"41.8781136,-87.6297982",Peace;Requests
2407,9603,"Mabel L. Hyers to Gladys Marshall, May 14, 1915","peace movement, activities of;Addams, Jane, requests to",1915-05-14,may 14 1915 dear miss marshal miss addam absenc letter refer offic repli glad send separ cover literatur concern woman peac parti way serv shall glad hear sincer assist secretari miss gladi marshal 302 main street oxford ohio,"41.8781136,-87.6297982",Peace;Requests
2410,9526,"Jane Addams to Lillian D. Wald, July 29, 1915","Addams, Jane, and peace movement;Addams, Jane, relationship with Lillian Wald;peace movement, activities of",1915-07-29,hullhous 800 south halst street chicago juli 29 1915 dear ladi send miss balch letter think could someth see presid probabl land first second august mr crane would see colonel hous sure would valu miss macmillan know went back england suppos madam schwimmer could germani go bar harbor 10th august case could meet new york couldnt small execut committe leav mother hous get hurriedli alway affection jane addam sign miss lillian wald new york ny,"41.8716164,-87.6474573",Peace;Travels
2416,9401,"Jane Addams to Harold LeClair Ickes, November 1914","Addams, Jane, and Progressive Party",1914-11,hullhous 800 south halst street chicago dear mr ick probabl seen one best analysi come across hastili jane addam,"41.8716354,-87.6474381",Friends
2417,9400,"Jane Addams to Madeline McDowell Breckinridge, November 1914","Addams, Jane, memberships in organizations",1914-11,hullhous 800 south halst street chicago dear ladi copi miss shaw letter glad yr j,"41.8716354,-87.6474381",Memberships
2418,9395,"Jane Addams to Henry Churchill King, October 30, 1914","Addams, Jane, lectures;Addams, Jane, requests to",1914-10-30,hullhous 800 south halst street chicago octob 30 1914 dear dr king good renew invit come oberlin compel declin unfortun oblig greatli reduc number speak engag reason ad possibl alreadi made may arrang come time winter imposs make definit engag much appreci courtesi sincer jane addam sign presid h c king oberlin ohio,"41.8716354,-87.6474381",Lectures;Requests
2423,9361,"N. M. Thompson to Madeline Breckinridge, October 13, 1914","Addams, Jane, speaking tours",1914-10-13,hullhous 800 south halst street chicago octob 13 1914 dear mr breckinridg miss addam left two week suffrag tour wont back 26th bring letter attent immedi upon return almost certain miss addam intend stay hotel nashvil least rememb answer letter day ago accept invit nashvil suffrag associ guest hotel name forgotten sincer n thompson mr desha breckinridg lexington ky,"41.8716354,-87.6474381",Travels
2424,9357,"Jane Addams to Harold LeClair Ickes, October 11, 1914","Addams, Jane, writing;Addams, Jane, requests to",1914-10-11,nation american woman suffrag associ headquart 505 fifth avenu new york omaha neb dear mr ick write isaac episod get someth vital didnt want shirk didnt minut time friday saturday enclos letter mccarthi may interest return hastili jane addam oct 11 1914,"41.2523634,-95.9979883",Requests;Writing
2426,9349,"Alice Peloubet Norton to Cora M. Davis, April 22, 1915","conferences;gratitude;peace movement, women and",1915-04-22,cora davi suprem chief pythian sister union oregon april 22 1915 dear mr davi letter miss addam pas offic hull hous miss addam left chicago april 11th go intern congress woman hagu may thank suggest say within day plan send woman peac parti letter member organ grate express cooper regard relat nation peac feder intern peac confer mr lochner secretari chicago peac confer held februari gone holland deleg congress hope arrang definit relat intern peac confer movement one great mission deleg hagu congress woman accomplish form similar relationship nation bodi intern associ sincer act ex seci cora davi suprem chief pythian sister union oregon,"41.8781136,-87.6297982",Peace;Thanks
2427,9348,"Alice Peloubet Norton to Joseph Beatty Burtt, April 22, 1915","gratitude;peace movement, women and;apologies",1915-04-22,april 22 1915 dear mr burtt thank much letter sent u suprem chief pythian sister also receiv origin letter sent miss addam repli mr davi shall glad send copi mr holt suggest must think u slow get letter fratern organ work connect hagu congress done kept u busi could work shall day two particularli glad letter chief import fratern send leaflet give name execut council woman peac parti leaflet give name execut committe emerg peac feder name think correct interest repli mr mead pamphlet charl j bonapart prepared war nation duti tri get paper page 2 publish shall glad send copi would like one also send press today mr mead repli colonel roosevelt letter thank help fratern act ex seci mr joe beatti burtt 1016 ashland block chicago illinoi,"41.8781136,-87.6297982",Peace;Thanks
2428,9346,"Jane Addams to Harold LeClair Ickes, October 10, 1914","Addams, Jane, requests to;Addams, Jane, writing;Addams, Jane, writings, Twenty Years at Hull House",1914-10-10,hullhous 800 south halst street chicago octob 10 1914 dear mr ick could take statement isaak matter twenti year hullhous written almost four year ago certainli sound cool detach statement made taken book might seem littl less like polit document begin page 403 book goe page 407 probabl would care use afraid write anyth better moment take statement possibl find time write anyth send back hastili jane addam sign harold ick esq chicago illinoi,"41.8716354,-87.6474381",Requests;Writing
2430,9344,"Jane Addams to William Byron Forbush, October 9, 1914","Addams, Jane, gratitude",1914-10-09,hullhous 800 south halst street chicago octob 9 1914 dear mr forbush thank much manual play reach point leav town fill suffrag speak engag west shall glad look book upon return week time sincer jane addam sign w b forbush esq philadelphia pa,"41.8716354,-87.6474381",Books;Thanks
2432,9334,"Jane Addams to Madeline McDowell Breckinridge, October 6, 1914","Addams, Jane, requests from;woman suffrage movement, activities of",1914-10-06,western union telegram chicago ill oct 6 1914 mr desha breckinridg lexington ky speak mass meet nashvil sunday afternoon convent plea wire accept mr bennett jane addam 423 p,"41.8781136,-87.6297982",Lectures;Requests
2433,9332,"Jane Addams to Anne Henrietta Martin, October 5, 1914","Addams, Jane, lectures;Addams, Jane, requests to",1914-10-05,western union telegram chicago ill oct 5 1914 ann h martin reno nev meet engag suggest compat schedul state jane addam 1226pm,"41.8781136,-87.6297982",Lectures;Requests
2436,9321,"Jane Addams to Sarah Alice Addams Haldeman, September 21, 1914","Addams, Jane, and family;health, illness, and disease",1914-09-21,hull cove main sept 21 1914 dear alic open letter dr ochsner think might someth need telegraph anxiou word assum go well variou journey alic hamilton call washington written page 2 miss dewey charg also written sarah hostett appoint new york 29th chicago oct 1 st certainli hope left kansa mari without guest moment miss much mr bowen improv although miser three page 3 day decid sew old wound great deal pain consequ love dear mari join good luck radium treatment hope short alway love sister j,"44.4192455,-68.2505706",Health;Travels
