,Identifier,Title,Subject,Date,Text,locations,tags
2172,11739,"Jane Addams to Robert Lansing, January 14, 1916","Addams, Jane, requests from;peace movement, activities of",1916-01-14,1716 new hampshir avenu dear mr lan may ventur send enclos platform union democrat control also enclos articl norman angel one founder show type think new line thank courtesi faith jane addam seci state,"38.913234,-77.040462",Peace
2174,11716,"Jane Addams to Landonia Randolph Minor Dashiell, February 4, 1916","women's clubs;Addams, Jane, requests from",1916-02-04,februari fourth 1916 dear mr dashiel great regret accept resign state chairman virginia appreci fact busi local affair hesit take burden find howev everi commun busi woman continu new progress thing hope might abl suggest someon activ woman club work might will take posit chairman state exceedingli grate could send name sort thank done help u hope hear soon regard successor believ sincer mr l r dashiel 920 west grace street richmond va,"41.8781136,-87.6297982",Requests
2176,11681,"Eleanor Daggett Karsten to T. J. Park, February 15, 1916",apologies;peace,1916-02-15,februari 15th 1916 dear mr park letter februari 8th address miss addam absenc refer offic regret say woman peac parti fund command plan outlin letter wish success effort bring peac sincer offic secretari mr j park station l atkin hall washington dc,"41.8781136,-87.6297982",Finances;Peace
2179,11676,"Eleanor Daggett Karsten to Lucile Gulliver, February 15, 1916","women's clubs;peace movement, women and;peace movement, organization of",1916-02-15,februari 15th 1916 dear miss gulliv letter address miss addam refer offic absenc take pleasur send herewith five copi constitut woman peac parti adopt washington annual meet 1916 ten copi congression program adopt time find file letter woman auxiliari nation secur leagu miss elizabeth curtis nolan secretari treasur chicago branch 108 south lasal street sure letter address would give inform refer presid woman organ defens desir sincer offic secretari miss lucil gulliv hotel st jame 109113 west 45th street new york citi enc,"41.8781136,-87.6297982",Peace
2183,11653,"Mabel L. Hyers to Landonia Randolph Minor Dashiell, January 12, 1916","peace movement, activities of",1916-01-12,januari twelfth 1916 dear mr dashiel wish acknowledg note miss addam letter mr thoma absenc regret exceedingli feel necessari resign chairmanship virginia cours appreci fact busi call letter attent offic upon return take matter resign sincer assist secretari mr l r dashiel 920 west grace street richmond virginia,"41.8781136,-87.6297982",Peace
2185,11648,"Jane Addams to Lillian D. Wald, November 12, 1915","meetings;Addams, Jane, relationship with Lillian Wald",1915-11-12,1430 astor street chicago dear ladi proud author copi done littl el read ever sinc came aw good read want congratul heart meet woman peac parti mcalpin hotel new york 19 th 20 th month shall sure see page 2 perhap could henri st group talk neutral confer real develop late alway devotedli jane addam nov 12 1915,"41.9085826,-87.6279508",Meetings
2189,11610,"Mabel L. Hyers to Charles Orlando Frye, January 11, 1916","peace movement, activities of;Addams, Jane, requests to",1916-01-11,januari eleventh 1916 dear mr frye letter januari 6th miss jane addam thank favor miss addam citi present say peac parti futur becom clear hous miss addam suggest shall glad take proposit suggest make brief outlin plan say two three page send offic sincer assist secretari mr charl frye 5820 catharin street philadelphia pennsylvania,"41.8781136,-87.6297982",Peace;Requests
2190,11589,"Harriet Park Thomas to Florence G. Taussig, January 19, 1916","peace movement, activities of",1916-01-19,januari nineteenth 1916 dear mr taussig miss addam ask express great gratif abl serv execut committe woman peac parti constitut congression program adopt annual meet print washington ship u soon press note mr mead request quantiti sent hope receiv within day sincer mr frederick j taussig st loui missouri,"41.8781136,-87.6297982",Peace
2193,11573,"Secretary to Jane Addams to Casson Eugene Parsons, January 31, 1916","peace movement, activities of;Addams, Jane, requests to;World War I, peace negotiations",1916-01-31,januari thirtyfirst 1916 dear mr parson may repli miss addam letter januari 26th say present time emerg peac feder practic dead organ although ralli forc everi special thing last two time call upon promot idea resolut suggest confer neutral end telegram campaign made quit clear presid act upon question mr ford undertook privat commiss bring unoffici confer neutral thing establish sit stockholm mr lochner secretari emerg peac feder attend confer miss addam leav west tomorrow imposs feder act even upon excel resolut present trust heart offici confer neutral may brought sincer assist secretari mr c e parson american peac societi 840 cass st detroit michigan,"41.8781136,-87.6297982",Conferences;Peace;Requests
2197,11531,"Jane Addams to Mabel L. Hyers, January 17, 1916","Addams, Jane, requests from;peace movement, activities of",1916-01-17,hullhous 800 south halst street chicago januari 17 1916 dear miss hyer dont seem abl recal manuscript ladi write possibl sent woman peac parti written manuscript would use without consent plea see find file hastili jane addam sign miss mabel hyer chicago illinoi,"41.8716354,-87.6474381",Peace;Requests
2202,11502,"Jane Addams to Frank Buchman, May 1, 1912","Addams, Jane, gratitude",1912-05-01,hullhous 800 south halst street chicago may 1 1912 dear mr buchman mani thank box beauti trail arbutu came morn grate inde kindli thought boy sincer jane addam sign secretari frank buchman esq state colleg pennsylvania page 2 carl johnsonbaugh ray mingl fred orvi ewe john spangler georg fulton sylvest atkinson guy shuey montgomeri weaver roll call read minut address good club new busi new busi new busi written sideway middl column 75 15 375 75 1125 600 written upsid middl column 250 90 340 500 250 base ball 550 650 1950 written upsid left column atkinson 1 gal gilliliand 1 gal j snyder 1 gal f everi 1 gal f fulton 1 gal e resid 1 gal weaver 1 gal pay juli 5 1912 c johnsonbaugh 1 gal g fulton 1 gal g kline 1 gal,"40.7933949,-77.8600012",Thanks
2204,11494,"Jane Addams to George Middleton, March 2, 1915","Addams, Jane, travels;Addams, Jane, requests to",1915-03-02,hullhous 800 south halst street chicago march 2 1915 dear mr middleton almost point leav chicago fill seri speak engag east shall back chicago 15th month imposs avail kind invit hope much pleasur see next time chicago may one read hullhous much appreci courtesi sincer jane addam sign georg middleton esq chicago illinoi,"41.8716354,-87.6474381",Lectures;Requests;Travels
2207,11488,"Jane Addams to William Isaac Hull, January 27, 1916","Addams, Jane, travels;Addams, Jane, and peace movement;peace movement, activities of",1916-01-27,hullhous 800 south halst street chicago januari 27 1916 dear professor hull order california two month hope abl sail earli april meet intern committe woman meet durabl peac organ call bern month know littl actual work ford plan certainli could present urg anyth el combin letter mr bryan today express willing accept may go later requir stay long time thank kind letter hope see april faith jane addam sign professor w hull swarthmor pennsylvania,"41.8716354,-87.6474381",Peace;Travels
2210,11433,"Jane Addams to Hannah Tunnelle Bonsall. January 16, 1916","Addams, Jane, gratitude;peace movement, activities of",1916-01-16,hullhous 800 south halst street chicago januari 16 1916 dear mr bonsal may thank letter found await upon return washington afraid plan suggest feasibl alreadi discus europ abandon utterli impractic sincer appreci letter faith jane addam sign mr e h bonsal morton pennsylvania,"41.8716354,-87.6474381",Thanks
2211,11413,"Mabel L. Hyers to Aletta Baird Frizzell, November 10, 1915","peace movement, women and;women's clubs",1915-11-10,novemb 10 1915 dear mr frizzel send separ cover today literatur concern woman peac parti hope hear interest may pleasur serv futur sincer assist secretari mr r b frizzel monro louisiana,"41.8781136,-87.6297982",Peace
2216,11374,"Alice Hamilton to Harriet Park Thomas, December 14, 1915","Addams, Jane, requests from;peace movement, activities of;peace movement, international",1915-12-14,hullhous 800 south halst street chicago decemb 14th 1915 dear mr thoma miss addam ask give copi cabl send also enclos letter ladi barlow suggest write ask wait washington meet woman peac parti address ladi barlow haverford colleg haverford pa mail certainli forward sincer alic hamilton sign,"41.8716164,-87.6474573",Peace;Requests
2220,11350,"Harriet Park Thomas to Clara Jane Bryant Ford, December 9, 1915","Addams, Jane, health of;Addams, Jane, and peace movement;peace movement, activities of",1915-12-09,decemb ninth 1915 dear mr ford miss addam much touch gratifi yesterday receiv wireless oscar ii love respect miss expect sign member peac expedit list head name mr ford madam schwimmer today receiv second messag ask news condit ask write someth ask send wireless mr ford probabl frequent includ announc improv tell somewhat intim detail condit includ much think best messag send miss addam run slight temperatur daili doctor say characterist pu infect also tuberculosi constant appear pu urin diagnosi seem reduc either infect kidney tuberculosi kidney cours hope former clear although mean great drain vital doctor say symptom indic troubl go slowli give diagnosi exhaust test see miss addam everi day habitu cheer hope join peac expedit later cours make definit plan yet think would like tell messag still hope go later great pleasur meet new york hope furnitur collect gone satisfactorili felt time fortun delight interest move new home junction morn spoke chicago branch woman peac parti gave impress expedit describ leav boat mani ladi express gratif heard page 2 version unlik sensat report newspap enclos clip littl interview gave newspap upon return last sunday publish said glad see spirit gobbl miss addam ask send warm regard sincer execut secretari mr henri ford hotel biltmor new york citi,"41.8781136,-87.6297982",Health;Peace
2221,11349,"Mabel L. Hyers to Amelia Hickenlooper Dunham, December 9, 1915","peace movement, activities of",1915-12-09,decemb ninth 1915 dear mr dunham may repli kind note miss addam say thank express concern thanksgiv day telegram woman peac parti want unjust peac propos continu mediat mean simpli slaughter shall stop term peac shall well thought settlement brought enclos separ cover pamphlet explain quit fulli plan confer nation would follow sincer assist secretari mr kennon dunham 2503 auburn avenu mount auburn cincinnati ohio,"41.8781136,-87.6297982",Peace
2222,11336,"Jane Addams to Emily Greene Balch, November 29, 1915","peace movement, financial support for;Addams, Jane, and peace movement",1915-11-29,hullhous 800 south halst street chicago novemb 29 1915 dear miss balch would suggest send amount collect amsterdam directli charg dr jacob headquart mr pinchot made arrang send 300 long keep account sent america think necessari tell disappoint telegram came morn ventur telegraph seem fail alway faith jane addam sign miss emili balch wellesley massachusett,"41.8716354,-87.6474381",Finances;Peace
2223,11334,"Mabel L. Hyers to Eliza Vincent, January 6, 1916","Addams, Jane, requests to;Addams, Jane, health of;peace movement, activities of",1916-01-06,januari sixth 1916 dear mr vincent letter novemb 24th enclosur sent offic delay time say judg hullhous miss addam ill opportun use intend pas sure find contribut place peac movement return sorri delay long sincer assist secretari mr eliza vincent 606 west main st urbana illinoi enc,"41.8781136,-87.6297982",Peace;Requests
2224,11331,"Mabel L. Hyers to Margarita Abraham Stewart, January 6, 1916","Addams, Jane, gratitude",1916-01-06,januari sixth 1916 dear miss stewart thank miss addam thought new year greet appreci work sincer assist secretari miss margarita stewart 138 oxford st brooklyn ny,"41.8781136,-87.6297982",Thanks
2225,11324,"Secretary to Jane Addams to Grace DeGraff, March 31, 1915","Addams, Jane, requests from;Addams, Jane, travels",1915-03-31,march 31 1915 dear miss degraff miss addam make final list go hagu yet heard whether possibl go let u know soon possibl decis hope cordial succeed make arrang sincer assist secretari miss grace degraff 490 magnolia street portland oregon,"41.8716354,-87.6474381",Requests;Travels
2226,11323,"Secretary to Jane Addams to M. Belle Brown, March 31, 1915","Addams, Jane, gratitude",1915-03-31,march 31 1915 dear dr brown letter miss addam refer answer came greatli absorb sister ill termin fatal taken correspond accumul time ask thank kind offer seasick remedi say never use anyth kind would happi accept packag care send possibl may valu member parti go hagu enclos call congress may interest suppos know miss addam presid sincer bell brown md troy miami counti ohio,"41.8716354,-87.6474381",Family;Health;Travels
2228,11321,"Secretary to Jane Addams to James Dana Bell, March 31, 1915","peace movement, activities of;Addams, Jane, and family",1915-03-31,march 31 1915 mr j bell central nation bank bldg st petersburg florida dear sir letter came miss addam east return greatli absorb ill death sister take correspond accumul interv request say far know leagu limit armament organ one join constitut execut committe public depart suggest alreadi member american peac societi join bodi directli address colorado build washington dc membership societi entitl receiv advoc peac publish monthli sincer,"41.8716354,-87.6474381",Peace;Requests
2230,11311,"Harriet Park Thomas to William Hope Harvey, January 5, 1916","Addams, Jane, gratitude;Addams, Jane, health of",1916-01-05,januari fifth 1916 dear mr harvey probabl know paper miss addam taken ill ford expedit start unabl member parti hospit time sinc still unabl give attent correspond ask thank book sent entitl remedi let hear regard abl read sincer mr william h harvey 222 midland build kansa citi missouri,"41.8781136,-87.6297982",Thanks
2231,11309,"Jane Addams to Mary Zimmerman, January 5, 1916","Addams, Jane, gratitude",1916-01-05,hullhous 800 south halst street chicago dear miss zimmerman may thank charm plant sent new year day one love thing alway devotedli jane addam jani 5 1916,"41.8716164,-87.6474573",Thanks
2234,11283,"Harriet Park Thomas to Alice Thacher Post, December 30, 1915","peace movement, activities of;Addams, Jane, requests from",1915-12-30,decemb thirtieth 1915 dear mr post miss addam think second notic annual meet go offic close new year holiday consequ send proof printer today without wait news washington notic mere remind go postal card realli room includ detail inform hour sunday afternoon meet never mention assum halfpast three oclock announc postal card howev matter insignific find earlier hour arrang announc made saturday even session also sunday morn paper miss addam hope make arrang work fall upon done comfort fashion possibl also ask request engag engag offici stenograph session convent soon miss breckinridg return ask send check 10000 upon may draw expens wish pay cash today receiv letter mr catt express regret abl attend annual meet suffrag board session new york date mr ruble left chicago insist miss addam guest convent persuad miss addam quiet seclud privat home hotel definit settl miss addam much inclin toward mr ruble invit wish washington help way seem work convent carri end line miss addam shall probabl arriv two day open convent hope work readi get sincer execut secretari mr loui f post 2513 twelfth street washington dc,"41.8781136,-87.6297982",Meetings;Peace;Requests
2235,11282,"Mabel L. Hyers to Lucy Biddle Lewis, November 8, 1915","conferences;peace movement, women and",1915-11-08,novemb 8 1915 dear mr lewi enclos request miss addam copi resolut hagu congress back find explan intern committe woman perman peac concern mysteri commun receiv sincer assist secretari mr luci biddl lewi lansdown pennsylvania,"41.8781136,-87.6297982",Conferences;Peace
2238,11270,"Mabel L. Hyers to Mrs. F. Garrison, November 8, 1915","peace movement, women and",1915-11-08,novemb 8 1915 dear mr garrison letter miss jane addam refer offic repli glad send separ cover literatur way help prepar paper plea let u know sincer assist secretari mr f garrison allen michigan,"41.8781136,-87.6297982",Peace
2239,11268,"Jane Addams to Louis Paul Lochner, November 8, 1915","recommendations;Addams, Jane, requests from",1915-11-08,hullhous 800 south halst street chicago novemb 8 1915 dear mr lochner send enclos letter paul kellogg perhap someth toward see cabinet washington hastili jane addam sign loui p lochner esq chicago illinoi,"41.8716164,-87.6474573",Requests
2241,11265,"Jane Addams to Aletta Henriëtte Jacobs, November 8, 1915","press, the;peace movement, women and;Addams, Jane, requests from;women's clubs",1915-11-08,hullhous 800 south halst street chicago novemb 8 1915 dear dr jacob dont know whether ridicul bayonet stori still afloat england becam palpabl unfair final receiv vigor defens sever lead paper send clip case may use perhap miss hobhous would offic hope letter give idea current situat made appoint committe five twenti invit formal execut committe woman peac parti send list fast accept come cordial greet miss hobhous affection jane addam sign dr aletta jacob amsterdam holland,"41.8716354,-87.6474381",Peace;Requests
2246,11245,"Harriet Park Thomas to Frederick Lynch, January 4, 1916","Addams, Jane, financial dealings;peace movement, financial support for",1916-01-04,januari 4 1916 dear dr lynch miss addam ask take matter indebted church peac union woman peac parti repres organ confer committe met sever time last spring tri make adjust rental gener overhead expens withdraw church peac union partnership 116 south michigan avenu time dr jone mr henri morri presid chicago peac societi mr townsend secretari talk thing quit fulli dr jone agre repay sum charg indebted societi chicago peac societi first parti lea alway paid rent telephon bill etc busi also pas hand enclos statement mark 1 render dr jone accord book gone mr jone amount due chicago peac societi church peac union repaid gradual leav balanc 47880 34595 owe woman peac parti mr townsend talk new york octob agre church peac union would resum respons toward chicago societi dr jone paid chicago peac societi sum 47840 cover rent month may novemb inclus enclos duplic receipt amount paid dr jone origin balanc see first statement 47880 similar amount cover 47840 paid octob 25th dr jone notic slight variat decim figur thought pay earlier indebted woman peac parti account 34595 includ lump sum matter fact earlier claim lien upon money dr jone administ statement see origin indebted church peac union chicago peac societi entir wipe addit sum amount sever hundr dollar paid societi account woman peac parti church peac union year old still page 2 unpaid feel unfortun complic risen partli due fact chicago peac societi render bill paid rent hope explan satisfactori dr jone origin duplic bill enclos plea repli room 648 munsey build washington locat next month sincer sign h p,"38.8961258,-77.0289339",Finances;Peace
2250,11221,"Jane Addams to Mabel L. Hyers, November 28, 1915","Addams, Jane, and peace movement;Addams, Jane, requests from;peace movement, activities of",1915-11-28,woman peac parti nation offic room 500 116 michigan ave chicago dear miss hyer 4200 sent woman peac parti last wednesday havent arriv plea telegraph paul kellogg ed survey ask hastili jane addam nov 28 1915 sent cours mail list confer,"41.8802312,-87.6245874",Peace;Requests
2251,11218,"Mabel L. Hyers to Esther Maudene Holman Freeman, November 5, 1915","recommendations;peace movement, women and;women's clubs",1915-11-05,novemb 5 1915 dear mr freeman miss addam forward letter offic order may send literatur believ receiv request miss shontz forward u day ago way serv plea let u know sincer assist secretari mr freeman south bend indiana,"41.8781136,-87.6297982",Peace
2252,11197,"Mabel L. Hyers to Elizabeth Glendower Evans, December 4, 1915","Addams, Jane, health of;peace movement, financial support for;peace movement, activities of",1915-12-04,decemb fourth 1915 dear mr evan wish acknowledg letter mr thoma receiv morn feel quit certain miss addam final decis gener gift sent direct offic inasmuch mr ford made liber contribut amsterdam offic talk miss addam yesterday telephon cheer alway unwil speak although told entir pain await decis physician whether would find necessari oper hope meet ford parti later hagu inde saint sincer act execut secretari mr elizabeth glendow evan 12 oti place boston massachusett,"41.8781136,-87.6297982",Health;Peace
2256,11180,"Harriet Park Thomas to Madeleine Zabriskie Doty, December 23, 1915","Addams, Jane, health of;peace movement, activities of",1915-12-23,decemb twentythird 1915 dear miss doti delight know miss addam permit leav hospit go hullhous holiday cours still confin bed care nurs feel much world room bed strang bare hospit room ask write acknowledg letter thank splendid list expect make good use futur believ name ad time attend detail work suggest yesterday perhap repli come sent would complet tabul miss addam confid hope go annual meet washington alway abl miracul thing bodi concern dont consid unlik though think would imprud ask tell hope see talk great mani thing regard plan woman peac parti also letter mr pethick lawrenc heard hardship attend upon peac effort england send cordial greet good wish happi holiday season join sincer faith execut secretari miss madelein doti 83 washington place new york ny,"41.8716164,-87.6474573",Health;Peace
2257,11177,"Mabel L. Hyers to Cora M. Long Livingston, December 3, 1915","peace movement, activities of;Addams, Jane, requests to",1915-12-03,decemb third 1915 dear mr livingston may repli miss addam say send separ cover today literatur tell much quickli accur could letter activ peac parti hagu confer question would like ask plea write tri see get inform sincer act execut secretari mr fred c livingston windsor missouri,"41.8781136,-87.6297982",Peace;Requests
2260,11161,"Jane Addams to Salmon Oliver Levinson, December 23, 1915","Addams, Jane, gratitude;Hull-House, donations",1915-12-23,hullhous 800 south halst street chicago decemb 23 1915 dear mr levinson may thank gener check fifti dollar hullhous associ reach u morn tell grate kind letter accompani sincer appreci continu interest help work hous faith jane addam sign salmon levinson esq chicago illinoi,"41.8716354,-87.6474381",Hull-House;Thanks
2261,11157,"Mabel L. Hyers to John Henry Dundas, December 22, 1915","peace movement, activities of;World War I, peace negotiations;Addams, Jane, requests from",1915-12-22,decemb twentysecond 1915 dear mr dunda miss addam ill may repli letter recent date say appreci greatli suggest cooper peac movement sent time ago sign resolut presid wilson urg confer neutral nation express desir sign univers peac inclin believ believ continu knock door may make impress extent unabl say way offic serv plea let u know sincer assist secretari mr j h dunda auburn nebraska,"41.8802312,-87.6245874",Peace;World War I
2262,11152,"Harriet Park Thomas to Levi Hollingsworth Wood, December 21, 1915","peace movement, activities of;Addams, Jane, health of",1915-12-21,decemb 21 1915 dear mr wood letter miss addam enclos repli presid manhattan club speech arriv miss addam fell ill interven week unabl give person attent mail much refer offic answer read great interest articl enclos feel sure circul petit would result put great mani peopl upon record regard prepared mr lucia ame mead nation secretari organ wrote repli embodi mani featur emphas sent person letter presid author endors statement behalf miss addam assur entir accord fundament principl woman peac parti sincer execut secretari mr l hollingsworth wood 43 cedar st new york ny,"41.8802312,-87.6245874",Health;Peace
2263,11137,"Mabel L. Hyers to Gerard Joseph Stack, November 3, 1915",gratitude;peace movement,1915-11-03,novemb 3 1915 dear mr stack may repli letter octob 22nd miss jane addam sourc gratif activ worker peac movement note grow feel part public world peac practic method intern polic forc world court thank letter alway grate suggest comment enclos literatur woman peac parti truli assist secretari mr gerard j stack weston west virginia,"41.8781136,-87.6297982",Peace;Thanks
2266,11122,"Mabel L. Hyers to Josephine Lay, December 2, 1915","peace movement, activities of;Addams, Jane, requests to",1915-12-02,decemb second 1915 dear mr lay send separ cover literatur explain origin work woman peac parti tell much better letter woman peac sincer act execut secretari mr carl stanton lay 246 south ninth street gadsden alabama,"41.8781136,-87.6297982",Peace;Requests
2268,11062,"Jane Addams to Stella Miles Franklin, October 18, 1915","Addams, Jane, requests from",1915-10-18,hullhous 800 south halst street chicago octob 18 1915 dear miss franklin shall glad inde see go london wont come dinner u even quarter past six think shall everi even week perhap would well telephon first look forward pleasur see sincer jane addam sign miss stella franklin chicago illinoi,"41.8716354,-87.6474381",Hull-House Visits;Requests
2269,11053,"Mabel L. Hyers to World's General Welfare Association, October 16, 1915","Addams, Jane, requests to;peace movement, activities of",1915-10-16,octob 16th 1915 gentleman thank letter miss addam enclosur bulletin number 1 world gener welfar associ delight know bulletin come wish success possibl miss addam suggest make sincer act execut secretari world gener welfar assn detroit michigan,"41.8781136,-87.6297982",Peace;Requests
2272,11047,"Jane Addams, to Rosika Schwimmer, October 15, 1915","peace movement, activities of;Addams, Jane, travels",1915-10-15,hotel mcalpin greeley squar new york citi dear mme schwimmer hope see get case miss enclos part letter miss balch ought read yesterday cheer dr jacob tire last night think tho cook son ought get california ticket give choic rout take commiss hastili jane addam p hope see later chicago return west,"40.7487156,-73.9882971",Peace;Travels
2275,11041,"Jane Addams to Aletta Henriëtte Jacobs, October 15, 1915","peace movement, activities of;Addams, Jane, financial dealings",1915-10-15,hullhous 800 south halst street chicago octob 15 1915 dear dr jacob hundr dollar chang enclos draft send mani copi report pay natur anxiou see hope pleasant journey expect middl morn sail come boat see long committe meet rather laid ad bad weather made imprud felt quit forlorn sail away second cabl british committe also letter miss courtney delay repli cabl wait letter miss marshal receiv letter miss courtney refer also seem miss one cabl repli best could rather blind inform told go take step toward call togeth intern committe immedi upon return home present best could situat regard ladi page 2 california seen sinc left new york heard hope stop way back miss balch wrote send 130 balanc left 500 also 38230 toward expens anxiou statement money situat hope abl soon begin rais send rather hurriedli return chicago sure let tell great pleasur america hope next time shall chicago alway affection jane addam sign dr aletta jacob amsterdam holland plea report sent woman peac parti 116 michigan bld chicago,"41.8781136,-87.6297982",Finances;Peace
2282,10966,"Jane Addams to Harriet Park Thomas, November 1, 1915","lectures;Addams, Jane, requests from",1915-11-01,hull hous 800 south halst street chicago novemb 1 1915 dear mr thoma think might send mr cori manifesto lectur around might better latest materi hastili jane addam sign mr w thoma chicago illinoi,"41.8716354,-87.6474381",Lectures;Requests
2284,10959,"Jane Addams to Ellery Sedgwick, November 13, 1915","press, the;Addams, Jane, requests from;peace movement, women and",1915-11-13,hullhous 800 south halst street chicago novemb 13 1915 dear mr sedgwick enclos plea find copi carnegi hall address full blunder phrase glad opportun correct cours print qualifi statement one speak larg audienc direct factor quit agre express unfortun protest howev miss repplier write respons magazin exagger even yellow newspap report statement use illustr distast men feel primit kind warfar miss repplier cours took pain discov woman congress hagu meant confirm impress american look war outsid less reason mani citizen belliger nation receiv yesterday letter ladi courtney ask permiss print anoth edit unexpurg speech circul england penni copi thank invit send paragraph concur futil repli rejoind seem better refrain find ventur hope may care give short space review littl book macmillan bring entitl woman hagu state posit care like time tri articl upon subject suggest sincer jane addam sign p enclos copi manifesto speech ventur send materi anoth cover,"41.8716164,-87.6474573",Peace;Requests
2286,10937,"Jane Addams to Rosika Schwimmer, October 27, 1915","Addams, Jane, and peace movement;peace movement, activities of",1915-10-27,hullhous 800 south halst street chicago octob 27 1915 dear madam schwimmer send enclos letter miss macmillan also go send minut suggest soon hastili jane addam sign p day meet execut committe woman peac parti friday hope come,"41.8716354,-87.6474381",Peace
2289,10925,"Mabel Hyers to Frederick Paul Keppel, October 26, 1915","Addams, Jane, requests from;peace movement, activities of",1915-10-26,octob 26 1915 dear mr keppel miss addam request send separ cover today 200 copi manifesto thank circul happi inde send without charg sincer assist secretari mr frederick keppel substat 84 new york citi,"41.8802312,-87.6245874",Peace;Requests
2291,10923,"Jane Addams to Woodrow Wilson, October 26, 1915","peace movement, activities of;Addams, Jane, requests from;World War I, peace negotiations",1915-10-26,octob 26 1915 honor woodrow wilson presid unit state washington dc dear mr wilson may send enclos copi manifesto issu day ago new york endeavor write plan care beg bring attent sincer enc,"41.8781136,-87.6297982",Peace;Requests
2293,10921,"Jane Addams to Anita McCormick Blaine, October 26, 1915","Addams, Jane, requests from;Hull-House, donations;Hull-House, programs",1915-10-26,hullhous 800 south halst street chicago octob 26 1915 dear mr blain long time sent gener annual contribut hullhous sometim june decemb last year may rememb check 1914 delay februari year think wrote ask might put special fund unemploy hullhous administ time need neighbor exig food cloth ventur write ask could let u check year last octob earli part novemb tri hard keep debt fund 10000 unemploy ad last winter usual budget made extrem difficult gener subscript time would help u enorm sure need tell grate found possibl let u hope see ever sinc came back page 2 school board troubl almost pain familiar alway faith jane addam sign mr emmon blain chicago illinoi,"41.8716354,-87.6474381",Finances;Hull-House;Requests
2294,10909,"Mabel L. Hyers to Blanche Ames Switzer, October 13, 1915","peace movement, activities of;Addams, Jane, requests to",1915-10-13,octob 13 1915 dear mr switzer send separ cover literatur peac parti think tell aim plan tell exactli growth grown membership includ 180 200 group woman affili endors platform group repres way half dozen woman instanc larg organ membership exceed one hundr other also mani individu join peac parti member group author take member local branch definit best way estim growth sincer act execut secretari mr lew switzer kalispel montana,"41.8781136,-87.6297982",Peace;Requests
2295,10907,"Mabel L Hyers to Blanche Myers Graves, October 13, 1915","Addams, Jane, requests to;Addams, Jane, and peace movement;Addams, Jane, lectures",1915-10-13,octob 13 1915 dear mr grave may repli letter octob 9th miss addam send separ cover report hagu congress miss addam speech new york give impress congress return believ meet need plea let u know sincer act execut secretari mr e grave morocco indiana,"41.8781136,-87.6297982",Peace;Requests
2297,10895,"Jane Addams to Anna Marcet Haldeman, October 10, 1915","Addams, Jane, and family;Addams, Jane, writing;Addams, Jane, writings, Women at the Hague",1915-10-10,hotel chelsea atlant citi dear marcet book gone macmillan today chicago tomorrow much better quit easili pretend well hurri sunday letter written start walk ventnor page 2 cousin clara young spent day u yesterday wear one mother chain given year ago one oblong silver link occasion green stone mother use fur perhap unexpectedli see familiar thing page 3 mother way alway like aunt harriet famili certainli yesterday sen near wish might share hope find letter h h know goe well alway devotedli jane addam oct 10 1915,"39.3518508,-74.4467923",Family
2299,10872,"Mabel L. Hyers to Eleanora Young, October 22, 1915","peace movement, activities of;Addams, Jane, requests to",1915-10-22,octob 22 1915 dear mr young request octob 20th address miss addam take great pleasur send separ cover literatur regard work woman peac parti hope meet need also enclos sever new pamphlet sure find unusu interest question aris mind let u know shall happi answer sincer act execut secretari mr eleanor young milan michigan box 306,"41.8781136,-87.6297982",Peace;Requests
2300,10871,"Mabel L. Hyers to Julia Estelle Linder Dockery, October 22, 1915","Addams, Jane, requests to;peace movement, activities of",1915-10-22,octob 22 1915 dear mr dockeri letter address miss jane addam refer offic request mail literatur regard woman peac parti mail packag contain number pamphlet sure help write paper club way serv shall happi hear time sincer act execut secretari mr julia e dockeri kirksvil missouri,"41.8781136,-87.6297982",Peace;Requests
2301,10870,"Jane Addams to Julia Grace Wales, October 22, 1915","peace movement, activities of;peace movement, international;Addams, Jane, requests from",1915-10-22,hullhous 800 south halst street chicago octob 22 1915 dear miss wale expect miss macmillan everi day california kept nation argument give think british committe would apt use union democrat control mr norman angel repres think plan outlin would use write soon hear miss macmillan fate nation argument hope manifesto madison paper send sever copi may care dr david starr jordan lunch yesterday said would see madison plea receiv presid good advoc meet execut committe woman peac parti friday 29th perhap could come may write faith jane addam sign miss julia grace wale madison wisconsin,"41.8716354,-87.6474381",Peace;Requests
2303,10844,"Jane Addams to Margaret I. Nichols, October 20, 1915","Addams, Jane, requests from;peace movement, activities of",1915-10-20,hullhous 800 south halst street chicago octob 20 1915 dear miss nichol send mr kellogg letter suggest give 300 copi woman peac parti new york send 1500 nation offic hastili jane addam sign miss nichol chicago illinoi,"41.8716354,-87.6474381",Peace;Requests
2310,10752,"Mabel L. Hyers to Herman J. Schwartz, October 8, 1915","Addams, Jane, memberships in organizations;Addams, Jane, requests to;Addams, Jane, and peace movement",1915-10-08,octob 8th 1915 dear mr schwartz want acknowledg receipt favor septemb 27th miss jane addam explain platform child world peac movement request becom one honorari vicepresid miss addam present town ill month return sometim next week gladli call matter attent mr cowen come chicago meet miss addam call woman peac parti endeavor make appoint time sincer act execut secretari mr herman j schwartz 436 syme block denver colorado,"41.8716354,-87.6474381",Memberships;Peace;Requests
